起吊位形x,起吊位形y,起吊位形alpha,起吊位形beta,起吊位形gama,起吊位形h,起吊位形w,就位位形x,就位位形y,就位位形alpha,就位位形beta,就位位形gama,就位位形h,就位位形w,找到路径,路径长度,总规划时间,起始位形采样成功,起始位形采样时间,目标位形采样成功,目标位形采样时间,规划算法运行时间
102.435,4.83649,-2.39073,2.67664,1.29572,45.5337,-0.285908,35.0088,74.951,-0.432477,-1.33643,1.15874,30.2379,-0.903953,1,159.591,0.133916,1,0,1,0,0.133916
102.736,8.62547,3.05585,-2.9764,1.31418,45.835,0.250943,43.3867,56.1297,-0.345053,-2.36714,1.36215,34.0317,-2.02208,1,129.146,0.125594,1,0,1,0,0.125594
108.572,-9.81095,-1.16165,2.20923,1.20906,43.8785,-1.04758,42.2497,58.135,0.342771,-2.89814,1.3625,34.0362,3.04227,1,76.7812,0.151862,1,0,1,0,0.151862
109.341,23.6655,0.589573,-1.49795,1.31396,45.8314,-2.08753,17.3008,49.6077,-1.3398,1.37069,1.39907,34.4826,-0.0308815,1,51.576,0.222265,1,0,1,0,0.222265
124.533,-5.16,1.18815,0.673207,1.3419,46.2527,-1.86135,34.0169,28.7064,-3.07991,-1.44603,1.23216,31.8582,1.63388,0,1e-39,120,1,0,1,0,120
108.055,12.7354,-1.68351,1.45839,1.40727,47.0727,0.225114,18.1628,44.8165,-0.999545,1.41229,1.39511,34.4378,-0.412744,1,107.704,0.146334,1,0,1,0,0.146334
120.292,20.0951,2.96994,1.71356,1.44633,47.4507,1.59968,2.97892,55.1942,1.18209,-1.372,1.11751,29.2079,-2.5541,0,1e-39,120,1,0,1,0,120
94.4067,16.1048,2.06469,-2.29885,1.14164,42.321,1.91965,13.0657,41.4675,2.8724,-2.40567,1.28346,32.8236,1.00512,1,75.301,0.144436,1,0,1,0,0.144436
147.851,10.0198,-2.86988,-0.270999,1.11075,41.5308,2.59888,19.6484,30.8632,-0.88313,1.95808,1.23047,31.8241,-1.07495,0,1e-39,120,1,0,1,0,120
144.323,17.1448,-3.04195,0.186069,1.16067,42.7842,2.85588,30.517,66.4164,0.779617,-2.3819,1.33078,33.5901,3.12167,0,1e-39,120,1,0,1,0,120
114.892,-6.40168,0.668936,0.599959,1.31679,45.876,-1.2689,38.2739,30.9051,2.86648,-0.886805,1.24854,32.1815,2.5299,1,97.9591,0.176937,1,0,1,0,0.176937
102.035,30.4172,-1.30097,0.451756,1.12396,41.8746,0.849215,32.5172,65.932,0.654845,-2.38234,1.33624,33.6708,-3.03719,1,84.9299,0.204277,1,0,1,0,0.204277
132.217,-13.3168,0.826891,1.22655,1.14139,42.3149,-2.05344,48.7677,54.5194,0.373032,3.00487,1.27703,32.7103,2.90529,0,1e-39,120,1,0,1,0,120
137.47,-10.2674,0.804072,1.47813,1.13273,42.098,-2.28221,20.6791,67.2958,0.722682,-1.79919,1.27056,32.594,-2.52187,0,1e-39,120,1,0,1,0,120
127.773,20.9129,0.58377,-2.77347,1.38643,46.8366,2.92594,42.1082,25.6848,-0.745306,2.77812,1.12461,29.3912,-2.03282,0,1e-39,120,1,0,1,0,120
123.464,22.0053,2.49658,1.93487,1.40289,47.0251,1.85174,46.3321,38.2483,-1.68107,-2.08424,1.26162,32.4296,-0.403166,0,1e-39,120,1,0,1,0,120
129.922,7.94618,2.72237,0.215111,1.44573,47.4456,-2.93748,25.2394,36.4613,2.32361,-1.09094,1.36898,34.1207,2.86863,0,1e-39,120,1,0,1,0,120
96.4429,18.5947,-2.13418,1.78434,1.16609,42.9125,0.349838,26.1659,38.6461,-1.61499,2.86012,1.41219,34.6249,-1.24513,1,57.1962,0.135361,1,0,1,0,0.135361
115.763,24.4976,-3.0447,1.75822,1.35516,46.4378,1.28648,37.5264,69.8628,-2.12223,0.189229,1.24034,32.0214,1.933,1,200.338,0.149501,1,0,1,0,0.149501
127.186,36.9054,1.02939,-2.8612,1.1108,41.532,2.3926,37.2293,40.3167,-1.50231,-2.56877,1.41037,34.6057,-1.06645,0,1e-39,120,1,0,1,0,120
100.987,16.9798,0.114641,-0.466482,1.25911,44.8827,-0.581123,37.9584,58.391,-1.16273,-1.16701,1.4198,34.7031,-0.00428715,1,87.6482,0.190087,1,0,1,0,0.190087
138.632,6.31261,2.83809,0.108119,1.28288,45.3136,-2.94621,49.3604,34.3598,1.22526,1.23683,1.16977,30.499,-2.46209,0,1e-39,120,1,0,1,0,120
118.306,25.7783,-0.895064,-0.568765,1.34105,46.2406,0.326299,26.0771,26.2451,1.98109,-0.573958,1.18566,30.8643,-2.55505,1,50.3122,0.0989628,1,0,1,0,0.0989628
94.9211,-1.18039,1.03993,-0.620564,1.11868,41.738,-1.66049,26.1065,64.0101,-0.585383,-0.714349,1.3655,34.0757,-0.128965,1,128.6,0.293318,1,0,1,0,0.293318
114.548,34.1753,-1.87764,0.528663,1.17185,43.0476,1.34898,28.5194,75.6888,-2.87221,1.35898,1.15315,30.1033,1.51322,1,78.1095,0.14542,1,0,1,0,0.14542
105.08,12.1871,1.88371,-2.02925,1.3556,46.4439,2.37022,44.5612,39.7924,2.45864,0.0715414,1.30554,33.1963,-2.53019,1,71.6062,0.194437,1,0,1,0,0.194437
96.4026,23.6964,2.34958,-2.87548,1.12218,41.8286,1.05812,19.7221,30.8468,-0.873854,1.95214,1.23087,31.8321,-1.07829,1,169.755,0.102612,1,0,1,0,0.102612
111.559,-0.677741,2.98524,-2.08339,1.38253,46.7898,1.21456,34.7457,66.8043,-0.535908,-1.31013,1.31153,33.2928,-0.774222,1,107.299,0.0904654,1,0,1,0,0.0904654
111.56,-3.86796,-0.934495,1.9586,1.33431,46.1424,-1.0241,19.4434,45.2514,-2.78143,-3.07906,1.41961,34.7012,-0.297628,1,123.215,0.154563,1,0,1,0,0.154563
105.021,-6.27572,1.79447,-0.96759,1.22353,44.1823,-2.76206,38.8386,41.3413,-0.01894,2.38541,1.40511,34.5494,-2.36647,0,1e-39,120,1,0,1,0,120
101.437,6.27993,1.85474,-1.65696,1.28402,45.3335,2.77149,12.3003,69.7005,-2.88515,2.0463,1.1382,29.7355,0.838843,0,1e-39,120,1,0,1,0,120
134.058,23.743,-2.81843,0.450898,1.27033,45.0898,2.36753,14.5672,42.9542,0.113885,0.314402,1.32076,33.4378,-0.428287,0,1e-39,120,1,0,1,0,120
113.506,22.127,1.69557,-2.77471,1.37988,46.7575,1.8129,46.965,61.8793,0.0300383,-2.56076,1.25043,32.218,-2.59079,1,37.7048,0.199367,1,0,1,0,0.199367
108.762,-10.7593,1.27417,-0.199546,1.19483,43.569,-1.47372,30.5489,65.3447,1.12642,-2.73297,1.35054,33.8745,2.4238,1,92.6977,0.141609,1,0,1,0,0.141609
107.065,23.9882,-2.80597,1.98149,1.28177,45.294,0.824479,43.4538,47.7806,-1.90418,-1.40091,1.38209,34.2845,0.503268,1,128.306,0.22787,1,0,1,0,0.22787
109.678,34.4726,2.6019,2.50964,1.13667,42.1972,1.17165,39.8146,52.6558,-1.14538,-1.73194,1.4451,34.9401,-0.586554,0,1e-39,120,1,0,1,0,120
99.2424,16.9151,1.96537,-2.28694,1.22814,44.2767,2.03088,33.0466,63.9616,-0.855975,-0.929667,1.3701,34.1351,-0.0736922,1,96.6393,0.142681,1,0,1,0,0.142681
147.198,14.9152,1.7748,1.54557,1.11503,41.6431,2.96281,19.7361,28.5689,-0.134031,1.25818,1.19179,31.0016,-1.12415,0,1e-39,120,1,0,1,0,120
96.686,0.986147,-1.69436,2.06328,1.16766,42.9496,-0.368926,45.2179,55.7231,2.99554,0.50577,1.33386,33.6358,2.78188,1,98.7611,0.165253,1,0,1,0,0.165253
133.228,-11.3158,-0.299686,2.4259,1.16587,42.9075,-2.12622,29.8174,28.1554,0.880973,0.681465,1.22878,31.7898,-1.56244,0,1e-39,120,1,0,1,0,120
98.4983,-1.00647,0.0498667,0.423247,1.18413,43.3297,-0.473114,36.1658,36.7379,1.45333,0.552658,1.36395,34.0554,-2.00599,1,128.73,0.239329,1,0,1,0,0.239329
126.493,19.3444,-1.17934,-0.998701,1.42318,47.2368,0.180636,14.47,72.1449,-1.54115,0.581941,1.12693,29.4505,0.959205,0,1e-39,120,1,0,1,0,120
132.179,-4.86256,0.872722,1.38454,1.27871,45.2401,-2.25726,35.1514,36.7592,-1.62186,-2.71949,1.37162,34.1544,-1.09763,0,1e-39,120,1,0,1,0,120
131.911,12.5667,-1.58562,-1.34373,1.40854,47.0863,0.241883,16.225,64.5065,-0.704061,-0.107198,1.26381,32.4704,0.596863,0,1e-39,120,1,0,1,0,120
135.426,5.84053,-0.591639,-2.81333,1.33906,46.2118,-2.22169,36.0813,62.6238,3.05151,1.21195,1.3752,34.1995,2.01973,0,1e-39,120,1,0,1,0,120
147.408,15.7102,2.279,1.06799,1.1078,41.4528,2.93619,16.6866,37.1879,1.6412,-0.874994,1.29256,32.9804,-2.5162,0,1e-39,120,1,0,1,0,120
124.788,31.8114,-0.0434228,-1.74346,1.21947,44.098,-1.70004,50.4718,54.3238,-0.381405,-2.55204,1.24639,32.1398,-2.17063,0,1e-39,120,1,0,1,0,120
106.587,20.547,-3.02562,2.35928,1.31893,45.9095,0.666339,21.493,31.3286,1.88782,-0.744537,1.25409,32.2879,-2.63236,1,102.357,0.243783,1,0,1,0,0.243783
145.976,13.0031,-0.88258,-2.14391,1.14487,42.4008,-1.26133,27.6408,69.9653,1.03804,-2.49122,1.26193,32.4354,2.75392,0,1e-39,120,1,0,1,0,120
113.924,-4.21962,-2.31271,-2.80348,1.34854,46.3466,-0.490768,40.5427,75.5698,-0.555734,-1.40614,1.11465,29.1331,-0.850401,1,87.5538,0.369224,1,0,1,0,0.369224
135.516,25.5312,2.00981,1.91767,1.22671,44.2474,2.35571,17.9985,45.2273,0.00960815,0.368894,1.39523,34.4392,-0.378503,0,1e-39,120,1,0,1,0,120
133.797,19.1688,3.01742,0.710724,1.32817,46.051,2.55505,30.8191,67.8944,1.90721,2.75944,1.30311,33.1565,1.61654,0,1e-39,120,1,0,1,0,120
130.467,9.79127,-2.90517,-0.256357,1.43964,47.3919,2.64882,23.5563,74.8155,-0.621597,-0.695148,1.15499,30.1478,-0.073551,0,1e-39,120,1,0,1,0,120
