安全位形采样时间,初始位形采样时间
0.000512123,0.000118017
0.000156879,0.000101089
0.000456095,9.799e-05
0.000528812,0.000180006
0.000524998,9.58443e-05
0.000366926,9.29832e-05
0.000273943,7.29561e-05
0.000165939,7.60555e-05
0.000157833,4.1008e-05
0.000243187,8.29697e-05
0.000254869,6.31809e-05
0.000576019,6.91414e-05
0.0002141,8.98838e-05
0.000236034,6.29425e-05
0.000261068,6.38962e-05
0.000141859,5.91278e-05
0.000121117,5.6982e-05
0.000159025,6.91414e-05
0.000247002,6.41346e-05
0.000137091,6.8903e-05
0.000185013,6.19888e-05
0.0002141,7.20024e-05
0.00018692,5.38826e-05
0.000204802,8.41618e-05
0.000136852,6.19888e-05
0.000262022,6.69956e-05
0.000216961,7.08103e-05
0.000293016,7.08103e-05
0.000208139,4.88758e-05
0.000102997,5.29289e-05
0.000194073,4.1008e-05
0.000113964,4.60148e-05
0.000228167,7.79629e-05
0.000216007,9.20296e-05
0.000272989,9.01222e-05
0.000244856,7.10487e-05
0.000329018,7.39098e-05
0.000195026,6.50883e-05
0.00026989,8.10623e-05
0.000201941,7.00951e-05
0.000228167,7.20024e-05
0.000226021,6.29425e-05
0.000234127,7.58171e-05
0.000108957,6.10352e-05安全位形采样时间,初始位形采样时间
0.000391006,7.60555e-05
0.000223875,6.41346e-05
7.79629e-05,4.19617e-05
0.000103951,4.91142e-05
0.000169992,5.38826e-05
0.000198126,5.10216e-05
0.000169992,5.60284e-05
0.000188112,8.67844e-05
0.000146151,6.79493e-05
0.000140905,8.29697e-05
0.000287056,7.79629e-05
0.00011301,6.00815e-05
0.000183821,6.10352e-05
0.000169992,9.29832e-05
0.000305176,7.79629e-05
0.000247002,6.98566e-05
0.00018096,6.10352e-05
0.000257969,6.91414e-05
0.000200987,6.91414e-05
0.000193834,6.81877e-05
0.00028491,6.19888e-05
0.000202179,6.8903e-05
0.000231981,7.00951e-05
0.000197887,6.31809e-05
0.000166893,6.10352e-05
0.000167131,5.07832e-05
0.000270844,5.60284e-05
0.00025177,7.20024e-05
0.00018096,5.88894e-05
0.000114918,6.29425e-05
0.000251055,7.10487e-05
0.000305891,8.58307e-05
0.000143051,3.40939e-05
0.000370026,8.70228e-05
0.000200987,6.00815e-05
0.000129223,4.57764e-05
0.000236988,8.60691e-05
0.000311136,6.79493e-05
0.000104904,4.88758e-05
0.000210047,6.69956e-05
0.000215054,4.48227e-05
0.000128984,6.69956e-05
0.000231981,7.10487e-05
0.000128984,6.29425e-05
0.000233889,6.10352e-05
0.000196934,6.60419e-05
0.000229836,5.6982e-05
0.000249863,7.51019e-05
0.000213146,6.10352e-05
0.000189066,6.29425e-05
0.000152826,8.60691e-05
0.000117064,5.98431e-05
0.000196934,5.00679e-05
0.000211,7.60555e-05
0.000217199,7.58171e-05
0.000179052,6.79493e-05
0.000233889,6.31809e-05
0.000118017,6.19888e-05
0.000272036,6.79493e-05
0.000233173,8.89301e-05
0.000184059,7.60555e-05
0.000291824,7.00951e-05
0.000195026,6.29425e-05
0.000150919,7.51019e-05
0.00019002,6.19888e-05
0.000209093,6.8903e-05
0.000212908,6.00815e-05
0.00028801,5.79357e-05
0.000315905,9.20296e-05
0.00022912,8.4877e-05
0.000239134,6.69956e-05
0.000128031,6.48499e-05
0.000218153,6.19888e-05
0.000188112,6.60419e-05
0.000244141,6.50883e-05
0.000150919,5.22137e-05
0.00020504,6.29425e-05
0.000109196,5.88894e-05
0.000240088,6.69956e-05
0.000149965,6.38962e-05
0.000252962,7.00951e-05
0.00019598,4.60148e-05
0.000230074,7.60555e-05
0.000113964,5.91278e-05
0.00030899,9.48906e-05
0.000108004,6.79493e-05
0.000228882,8.60691e-05
0.000144958,6.19888e-05
0.000218153,7.89165e-05
0.00018692,5.50747e-05
0.000130892,6.38962e-05
0.000184059,7.39098e-05
0.000234842,6.31809e-05
0.000108957,6.19888e-05
0.000212908,8.51154e-05
0.000178814,5.91278e-05
0.000116825,6.60419e-05
9.5129e-05,4.48227e-05
0.000305891,7.00951e-05
0.000285149,7.58171e-05安全位形采样时间,初始位形采样时间
0.000139952,7.00951e-05
9.89437e-05,5.88894e-05
0.000227928,6.79493e-05
0.00018096,5.81741e-05
0.000207901,4.69685e-05
0.000243902,6.60419e-05
0.000219107,4.79221e-05
0.000130177,6.98566e-05
0.000184059,6.29425e-05
0.000257969,7.29561e-05
0.000249147,6.69956e-05
0.000226974,4.29153e-05
0.000246048,9.60827e-05
0.000123978,7.29561e-05
0.000189066,7.10487e-05
0.000177145,8.70228e-05
0.000262022,7.51019e-05
0.000247002,6.19888e-05
0.000442028,6.8903e-05
0.000302792,8.32081e-05
0.000280857,9.10759e-05
0.000124931,6.10352e-05
0.000302076,7.29561e-05
0.000143051,6.8903e-05
0.000268936,7.10487e-05
0.000248909,6.19888e-05
0.000191927,6.29425e-05
0.000208139,6.8903e-05
0.000244141,7.79629e-05
0.000149012,5.57899e-05
0.000138998,6.79493e-05
0.000248909,7.29561e-05
0.000355959,7.70092e-05
0.000149012,7.29561e-05
0.000181913,6.00815e-05
0.000187159,6.8903e-05
0.000209093,6.29425e-05
0.000341892,8.91685e-05
0.000252008,9.20296e-05
0.000263929,6.79493e-05
0.000301123,9.08375e-05
0.000242949,6.00815e-05
0.000374079,0.000115871
0.000299931,0.000102997
0.000291109,6.29425e-05
0.000218868,5.50747e-05
0.000292063,9.29832e-05
7.79629e-05,4.00543e-05
0.000257969,7.29561e-05
0.000136137,6.58035e-05
0.000291109,7.29561e-05
0.000226974,7.29561e-05
0.000264168,7.58171e-05
0.000273943,7.29561e-05
0.000146866,7.89165e-05
0.000127077,6.29425e-05
0.000182867,5.79357e-05
0.00020504,6.60419e-05
0.000259161,6.50883e-05
0.000112057,5.29289e-05
0.000262976,7.00951e-05
0.000300169,5.60284e-05
0.0002141,6.38962e-05
0.000268936,7.9155e-05
0.000217199,5.19753e-05
0.000208855,6.00815e-05
0.000265121,7.79629e-05
0.000103951,5.31673e-05
0.000274897,7.41482e-05
0.000128984,6.50883e-05
0.000146866,4.69685e-05
0.000234127,6.48499e-05
0.000273943,6.98566e-05
0.000212908,4.72069e-05
0.000258923,6.60419e-05
0.000135899,6.8903e-05
0.000249863,6.41346e-05
0.000112057,6.10352e-05
0.000248909,6.69956e-05
0.000128031,6.79493e-05
0.000123024,5.98431e-05
0.000152111,9.29832e-05
0.000348091,7.70092e-05
0.000272989,8.10623e-05
0.00026083,6.8903e-05
9.82285e-05,6.69956e-05
0.000188112,6.19888e-05
8.98838e-05,4.91142e-05
0.000252008,6.29425e-05
0.000148773,6.50883e-05
0.000328064,0.000103951
0.000257015,6.19888e-05
0.000272036,8.51154e-05
0.000198841,6.69956e-05
0.00019908,7.48634e-05
0.000215054,5.00679e-05
0.00020504,0.000102043
0.000190973,4.60148e-05
0.000222921,4.81606e-05
0.000119925,6.10352e-05安全位形采样时间,初始位形采样时间
0.000393867,8.01086e-05
8.89301e-05,4.60148e-05
0.000403881,0.000128984
0.000135899,6.69956e-05
0.000231981,6.79493e-05
5.60284e-05,3.40939e-05
0.000245094,8.58307e-05
0.00031805,5.29289e-05
0.000257969,8.60691e-05
0.000256062,7.29561e-05
0.000250101,6.98566e-05
0.000247002,6.69956e-05
0.000208855,4.19617e-05
0.000185966,6.50883e-05
0.000115871,5.79357e-05
0.000201941,8.10623e-05
0.000241995,6.69956e-05
0.000247955,6.50883e-05
0.000226974,6.69956e-05
0.000108004,5.81741e-05
0.000184059,6.19888e-05
0.000209093,8.4877e-05
0.000192881,6.29425e-05
0.000153065,7.79629e-05
8.89301e-05,5.4121e-05
0.000210047,6.29425e-05
0.000256777,7.60555e-05
0.000249147,6.60419e-05
0.000194073,6.60419e-05
0.000238895,7.9155e-05
0.000275135,8.70228e-05
0.000262976,8.2016e-05
0.000126839,6.50883e-05
0.000113964,6.10352e-05
0.000283003,7.9155e-05
0.000263929,7.29561e-05
0.000283003,7.20024e-05
0.000200033,7.00951e-05
0.0002141,4.3869e-05
0.000212908,7.39098e-05
0.000185966,6.00815e-05
0.000191927,7.00951e-05
9.29832e-05,4.31538e-05
0.000210047,5.29289e-05
0.000169992,3.88622e-05
0.00010705,5.91278e-05
0.000433922,9.39369e-05
0.000119925,6.19888e-05
0.000283957,7.10487e-05
0.000133991,7.29561e-05
0.000240803,4.81606e-05
0.000233173,4.69685e-05
0.000227928,4.29153e-05
0.000136137,6.8903e-05
0.000272036,6.8903e-05
0.00022912,4.79221e-05
0.000287056,5.4121e-05
0.000106812,6.48499e-05
0.000205994,6.29425e-05
0.000103951,5.29289e-05
0.000188112,9.98974e-05
9.799e-05,6.48499e-05
0.000213146,6.8903e-05
0.000195026,5.6982e-05
0.000198841,6.41346e-05
0.000228882,9.01222e-05
0.000226021,6.29425e-05
0.000185013,6.91414e-05
0.000141144,6.07967e-05
0.000227928,8.98838e-05
0.00022006,6.79493e-05
0.000226021,7.10487e-05
0.000196934,8.70228e-05
0.000163078,9.08375e-05
0.000201941,6.29425e-05
0.000341177,8.4877e-05
0.000223875,6.91414e-05
8.01086e-05,4.1008e-05
0.000217915,6.50883e-05
0.000161886,5.10216e-05
0.000215054,6.19888e-05
0.000241995,7.10487e-05
0.000193119,6.38962e-05
0.000118017,6.31809e-05
0.000277042,6.29425e-05
0.00031805,9.89437e-05
0.000112057,3.69549e-05
0.000105143,4.00543e-05
0.000194073,6.50883e-05
0.000270128,6.58035e-05
0.000256062,5.60284e-05
0.000218868,8.2016e-05
0.000193119,6.19888e-05
0.00023818,6.19888e-05
0.000202894,5.10216e-05
0.00022006,5.19753e-05
0.000185013,5.48363e-05
0.000300169,7.20024e-05
0.000238895,6.19888e-05
0.000115871,6.10352e-05
