
1,32.422,0.342834,1,0.099931,1,0.100613,0.14229,0.00760867,0.110428,0.0242533,1.76696,6.29881,24.3562
1,68.1675,0.329058,1,0.102386,1,0.100327,0.126345,0.0242656,0.0860453,0.0160343,0.632568,8.96741,58.5675
0,1e-39,30.246,1,0.100705,1,0.100228,30.0451,0.0213182,30,0.0237799,2.61295,6.56045,58.5675
1,44.1202,0.317782,1,0.100457,1,0.10074,0.116585,0.0199343,0.074374,0.0222766,2.72803,9.38281,32.0093
1,133.098,0.372292,1,0.100184,1,0.100603,0.171505,0.0269716,0.12124,0.0232934,3.90462,7.77979,121.414
0,1e-39,30.2843,1,0.100284,1,0.100873,30.0832,0.0191243,0.0640616,30,3.90462,6.87696,49.7378
1,38.0669,0.428549,1,0.100737,1,0.103526,0.224286,0.106118,0.0674395,0.0507289,1.39807,6.22739,30.4414
1,33.8763,0.348022,1,0.100254,1,0.100487,0.147281,0.0200963,0.100903,0.026281,3.29144,7.2422,23.3427
1,73.8532,0.381763,1,0.100228,1,0.0999141,0.181621,0.02056,0.13101,0.0300508,3.07584,7.479,63.2984
1,37.5131,0.369095,1,0.10036,1,0.100193,0.168542,0.02531,0.117083,0.0261487,2.86692,7.69157,26.9546
0,1e-39,30.2543,1,0.100384,1,0.103352,30.0506,0.0219657,30,0.0286286,3.33556,8.5386,26.9546
0,1e-39,30.2419,1,0.0994182,1,0.10046,30.042,0.0192727,30,0.0227237,3.02049,7.32955,26.9546
1,31.3237,0.355705,1,0.0985889,1,0.100591,0.156525,0.019374,0.118703,0.0184473,5.86729,8.90451,16.5519
1,15.8019,0.335368,1,0.101181,1,0.099468,0.134719,0.0219777,0.0860631,0.0266782,1.66067,5.98466,8.15653
1,90.3425,0.414567,1,0.10049,1,0.100615,0.213462,0.0187885,0.167399,0.0272743,5.75625,6.6055,77.9808
0,1e-39,30.2472,1,0.102487,1,0.101095,30.0436,0.0251803,30,0.018426,4.22338,6.79946,77.9808
1,73.8007,0.40284,1,0.0991402,1,0.0989389,0.204761,0.0190282,0.153786,0.0319464,4.44611,5.81243,63.5421
1,35.7102,0.313314,1,0.0999849,1,0.100528,0.112801,0.0222722,0.0726867,0.0178424,6.64141,6.21296,22.8559
1,36.3111,0.331435,1,0.100224,1,0.0999348,0.131276,0.0256452,0.0824223,0.0232085,3.40933,8.93921,23.9625
1,76.5702,0.330238,1,0.10026,1,0.099247,0.130731,0.0235036,0.0852475,0.0219803,3.77354,9.88122,62.9154
1,68.2188,0.421456,1,0.101008,1,0.101061,0.219387,0.0210258,0.172229,0.026132,2.75149,6.18029,59.287
1,116.924,0.368167,1,0.100383,1,0.100083,0.167702,0.0203426,0.0814197,0.0659392,43.1116,6.89907,66.9133
1,50.7301,0.340253,1,0.101404,1,0.100827,0.138022,0.0229222,0.090733,0.0243666,3.516,5.6985,41.5156
0,1e-39,30.2358,1,0.0982401,1,0.0999858,30.0376,0.0197869,30,0.0177654,2.94098,11.073,41.5156
0,1e-39,30.2502,1,0.102081,1,0.101809,30.0463,0.0239094,30,0.0223563,5.96749,6.47935,41.5156
1,121.643,0.507725,1,0.101141,1,0.101873,0.304711,0.0214534,0.261886,0.0213712,1.73024,6.41861,113.494
1,28.6463,0.39976,1,0.100332,1,0.100315,0.199113,0.0221158,0.168691,0.00830628,3.8349,10.3315,14.48
1,93.4276,0.385492,1,0.100527,1,0.100453,0.184512,0.0171028,0.120209,0.0472004,25.5546,5.89372,61.9793
1,78.1422,0.37348,1,0.100671,1,0.100396,0.172413,0.0188277,0.114759,0.0388264,12.2929,6.58261,59.2667
1,98.0328,0.336044,1,0.100365,1,0.098701,0.136978,0.0248372,0.0925069,0.0196343,1.80541,7.73493,88.4925
1,59.0149,0.361058,1,0.100401,1,0.100278,0.160379,0.022806,0.11771,0.0198629,4.29994,10.0106,44.7044
1,40.4142,0.340066,1,0.100455,1,0.100489,0.139122,0.0165248,0.0955095,0.0270877,3.86894,6.49517,30.0501
1,100.782,0.333029,1,0.100561,1,0.100605,0.131863,0.0218471,0.0712888,0.0387269,7.31715,8.65168,84.8129
1,28.9616,0.311558,1,0.100096,1,0.100525,0.110937,0.0198229,0.0656569,0.0254573,3.4965,9.06575,16.3994
1,61.1262,0.327295,1,0.100008,1,0.100356,0.126931,0.0214353,0.0856289,0.0198665,4.8673,9.56508,46.6938
1,98.6535,0.396936,1,0.10046,1,0.101339,0.195137,0.0213794,0.151571,0.022187,4.36167,6.51404,87.7777
1,37.0554,0.327117,1,0.100508,1,0.100246,0.126363,0.0235896,0.0732018,0.0295712,3.07711,6.87582,27.1025
1,89.1901,0.403203,1,0.10031,1,0.100349,0.202544,0.0357347,0.134982,0.0318266,4.85263,8.29762,76.0399
1,37.7833,0.336245,1,0.100295,1,0.102308,0.133643,0.0190577,0.0917917,0.0227932,4.28972,9.41971,24.0739
1,39.2539,0.344484,1,0.0998981,1,0.0999169,0.144668,0.0187832,0.0995278,0.0263574,2.77559,9.9573,26.5211
1,71.3923,0.433363,1,0.100508,1,0.10061,0.232245,0.021845,0.189329,0.0210704,2.39012,7.71438,61.2878
1,13.5447,0.366771,1,0.100372,1,0.10061,0.165789,0.016832,0.126236,0.0227215,2.28641,6.24867,5.00963
1,61.0132,0.37196,1,0.102792,1,0.101559,0.167609,0.0254752,0.121268,0.0208657,0.890616,10.9072,49.2154
0,1e-39,30.2519,1,0.100324,1,0.100169,30.0514,0.0335975,30,0.0177703,4.13728,8.3406,49.2154
1,54.542,0.344952,1,0.10186,1,0.0996921,0.1434,0.0251729,0.0920267,0.0261999,5.89289,10.1015,38.5476
1,49.1082,0.435068,1,0.101135,1,0.102221,0.231712,0.0167766,0.199165,0.0157708,7.01386,6.57699,35.5174
1,115.008,0.353854,1,0.101846,1,0.101448,0.150559,0.0269504,0.0933876,0.0302214,2.37411,9.18919,103.444
1,74.1468,0.344986,1,0.103362,1,0.100159,0.141465,0.0176525,0.0880565,0.0357558,3.04768,6.35673,64.7424
1,106.493,0.465365,1,0.0999589,1,0.0988262,0.26658,0.0220156,0.213744,0.0308207,3.37389,6.3112,96.8083
0,1e-39,30.2437,1,0.102426,1,0.102292,30.039,0.0170101,30,0.0219885,3.98609,11.3639,96.8083
1,79.0048,0.358414,1,0.100594,1,0.100498,0.157322,0.0242506,0.11231,0.0207615,6.19806,5.95371,66.853
1,127.917,0.325842,1,0.100498,1,0.100328,0.125016,0.0227723,0.0855805,0.0166632,2.03474,10.239,115.643
1,85.6592,0.313902,1,0.10066,1,0.100492,0.112751,0.0196665,0.0731819,0.0199022,2.95107,6.17903,76.5291
0,1e-39,30.2426,1,0.100108,1,0.101156,30.0413,0.0212931,30,0.0200022,4.69578,11.1636,76.5291
0,1e-39,30.2511,1,0.10037,1,0.100277,30.0505,0.0250576,30,0.025444,4.86038,7.35411,76.5291
0,1e-39,30.2365,1,0.100373,1,0.100311,30.0358,0.0202149,30,0.0155795,1.97531,9.55895,76.5291
1,40.4697,0.348039,1,0.10031,1,0.100492,0.147237,0.0238382,0.100566,0.0228326,5.72889,5.91437,28.8264
1,141.894,0.382199,1,0.100323,1,0.100481,0.181395,0.022505,0.131334,0.0275559,3.22788,7.87244,130.794
1,70.4085,0.419158,1,0.100375,1,0.100534,0.218249,0.0262847,0.167207,0.0247575,4.69388,10.15,55.5647
1,98.9249,0.380956,1,0.100424,1,0.100402,0.18013,0.0249065,0.118318,0.0369051,11.1588,6.47929,81.2867
1,49.5047,0.311118,1,0.100507,1,0.100432,0.110179,0.0229754,0.0630377,0.0241658,1.95971,6.98137,40.5636
0,1e-39,30.2719,1,0.100659,1,0.100463,30.0708,0.0219433,30,0.0488425,41.5952,7.12131,40.5636
1,58.1354,0.320296,1,0.100894,1,0.100512,0.11889,0.020231,0.0822947,0.0163647,5.2289,10.8027,42.1038
0,1e-39,30.2587,1,0.100365,1,0.100404,30.058,0.02027,30,0.03771,22.588,8.59613,42.1038
0,1e-39,30.2473,1,0.100613,1,0.100671,30.046,0.0184974,30,0.0274919,5.17242,6.9702,42.1038
0,1e-39,30.2526,1,0.100307,1,0.100701,30.0516,0.0274049,30,0.0241843,4.01718,7.37154,42.1038
0,1e-39,60.2225,1,0.100083,1,0.100451,60.022,0.0219572,30,30,4.01718,6.4987,42.1038
1,55.7454,0.30851,1,0.10034,1,0.100247,0.107922,0.0219317,0.0679441,0.0180465,3.19428,9.23378,43.3174
0,1e-39,30.2457,1,0.100519,1,0.100791,30.0444,0.0221499,30,0.0222364,5.70912,7.91026,43.3174
1,40.23,0.403217,1,0.100378,1,0.099993,0.202846,0.0198768,0.15736,0.0256091,2.71146,7.47075,30.0478
1,46.7029,0.368513,1,0.100409,1,0.100127,0.167977,0.0192956,0.135632,0.0130486,4.34001,5.87608,36.4868
0,1e-39,30.2473,1,0.100512,1,0.100657,30.0461,0.022178,30,0.0239499,5.16908,8.33517,36.4868
1,76.2467,0.394302,1,0.100539,1,0.100421,0.193341,0.0283268,0.139488,0.0255271,3.76613,9.9235,62.5571
0,1e-39,30.2416,1,0.100543,1,0.100574,30.0405,0.0219464,30,0.0185862,2.18348,8.14375,62.5571
0,1e-39,30.2415,1,0.100433,1,0.100275,30.0408,0.0200393,30,0.0207231,4.56817,7.37415,62.5571
1,39.6858,0.374419,1,0.100229,1,0.10043,0.17376,0.0795895,0.0718121,0.0223579,0.367312,7.19509,32.1234
1,78.5392,0.364569,1,0.100364,1,0.100362,0.163843,0.0224317,0.11945,0.0219615,4.37245,5.32169,68.845
1,53.7973,0.310387,1,0.100138,1,0.100404,0.109845,0.0216402,0.064276,0.0239286,3.04612,6.4019,44.3493
0,1e-39,30.2498,1,0.100031,1,0.100387,30.0494,0.0264851,30,0.0228738,3.93172,11.4231,44.3493
1,37.0161,0.313412,1,0.100395,1,0.100385,0.112632,0.0195734,0.0725855,0.0204729,4.01359,7.74294,25.2596
1,87.2163,0.326484,1,0.100392,1,0.100393,0.125699,0.0278983,0.0740038,0.0237966,2.94041,10.4205,73.8554
1,93.534,0.32325,1,0.100471,1,0.100404,0.122375,0.0239356,0.0751465,0.0232931,2.05226,7.18126,84.3004
0,1e-39,30.2504,1,0.100178,1,0.100388,30.0499,0.0217113,30,0.0281645,2.24249,7.32958,84.3004
1,56.716,0.370964,1,0.100235,1,0.100486,0.170243,0.0201176,0.125606,0.0245195,3.05081,5.47966,48.1856
1,71.7999,0.418727,1,0.100222,1,0.100637,0.217868,0.0200767,0.171297,0.0264942,4.05912,6.58554,61.1553
0,1e-39,30.2391,1,0.100555,1,0.101039,30.0375,0.0189505,30,0.0185821,1.35033,7.0875,61.1553
1,69.8483,0.341094,1,0.10046,1,0.100445,0.140189,0.0195076,0.0874781,0.0332035,4.37735,6.36403,59.1069
1,123.609,0.474181,1,0.100546,1,0.100386,0.273249,0.0167449,0.113829,0.142675,33.7385,5.22258,84.6475
1,84.3113,0.415829,1,0.100365,1,0.102976,0.212488,0.0266919,0.160234,0.0255619,3.10079,7.57365,73.6369
0,1e-39,30.2479,1,0.100288,1,0.10095,30.0467,0.029032,30,0.0176523,1.83763,6.38621,73.6369
1,93.5823,0.390173,1,0.100098,1,0.100407,0.189668,0.019492,0.146338,0.0238384,5.60904,6.04065,81.9327
0,1e-39,30.2407,1,0.100295,1,0.100599,30.0398,0.0202173,30,0.0195388,2.32117,11.4317,81.9327
1,129.652,0.424714,1,0.100311,1,0.100327,0.224077,0.0230554,0.180047,0.020974,4.35113,9.46095,115.84
1,112.08,0.378427,1,0.100291,1,0.100069,0.178067,0.0214273,0.130152,0.0264885,2.92893,6.54165,102.609
1,84.3272,0.311483,1,0.100389,1,0.100629,0.110465,0.0202125,0.0699676,0.0202847,5.85941,5.77176,72.6961
0,1e-39,30.2562,1,0.100187,1,0.101401,30.0546,0.0185904,30,0.036009,19.5469,7.69393,72.6961
1,84.0113,0.376342,1,0.1004,1,0.101117,0.174825,0.0183791,0.124893,0.0315525,16.2191,7.26226,60.5299
0,1e-39,30.2431,1,0.100367,1,0.100403,30.0424,0.0209722,30,0.0213812,3.99499,7.96571,60.5299
1,50.3261,0.342727,1,0.100316,1,0.100369,0.142042,0.0252746,0.0883678,0.0283998,1.91763,6.67732,41.7311
0,1e-39,30.2434,1,0.100391,1,0.100173,30.0428,0.0260111,30,0.0167934,2.86715,6.01554,41.7311
0,1e-39,30.2435,1,0.100942,1,0.100889,30.0417,0.0184657,30,0.0232212,6.14841,6.69171,41.7311
1,54.7573,0.37701,1,0.100287,1,0.100421,0.176302,0.0192291,0.139497,0.0175756,3.32441,6.56591,44.8669
1,65.9434,0.334775,1,0.100417,1,0.100787,0.133571,0.0314525,0.0719589,0.0301594,2.92356,6.97026,56.0496
1,20.1466,0.396904,1,0.100331,1,0.100601,0.195972,0.0194572,0.157309,0.0192057,3.82383,7.5216,8.80119
1,81.2735,0.319233,1,0.100454,1,0.100352,0.118427,0.0194478,0.0756928,0.0232865,4.15043,8.52382,68.5992
0,1e-39,60.2273,1,0.099848,1,0.100345,60.0271,0.0271447,30,30,4.15043,8.13887,68.5992
0,1e-39,30.3524,1,0.100569,1,0.100643,30.1512,0.106995,30,0.0442349,5.96499,9.93341,68.5992
1,52.2838,0.418892,1,0.100343,1,0.10034,0.218209,0.0236196,0.172717,0.0218726,5.6181,8.49176,38.174
1,85.7605,0.305932,1,0.100224,1,0.100739,0.104969,0.0219264,0.061148,0.0218945,2.75038,7.32179,75.6883
0,1e-39,30.2453,1,0.10034,1,0.100265,30.0447,0.0213311,30,0.0233894,1.31505,10.4692,75.6883
1,68.5721,0.344896,1,0.100438,1,0.100356,0.144102,0.0247396,0.0985218,0.0208403,2.06045,6.18673,60.325
1,74.271,0.365838,1,0.100535,1,0.100411,0.164892,0.019756,0.0941945,0.0509414,41.2545,8.77505,24.2414
0,1e-39,30.2514,1,0.100564,1,0.100541,30.0503,0.0188781,30,0.0314005,3.88566,9.4657,24.2414
1,98.328,0.492468,1,0.100293,1,0.100717,0.291458,0.0271866,0.24105,0.023222,3.39381,8.05801,86.8762
1,22.1919,0.368451,1,0.100559,1,0.103354,0.164538,0.0215582,0.115871,0.0271081,4.37086,6.66177,11.1592
0,1e-39,30.2546,1,0.100727,1,0.100514,30.0534,0.0255646,30,0.0277935,3.43539,9.517,11.1592
1,90.6818,0.375251,1,0.100344,1,0.100368,0.174539,0.0164485,0.127725,0.0303654,2.40798,10.9916,77.2823
1,78.3413,0.513461,1,0.100424,1,0.100358,0.312679,0.0225677,0.269005,0.0211057,1.69186,6.86762,69.7818
1,124.043,0.347964,1,0.100261,1,0.10042,0.147282,0.0174856,0.105857,0.0239395,4.97555,8.92344,110.144
1,50.1104,0.361735,1,0.100294,1,0.100578,0.160863,0.0229499,0.0638628,0.0740503,21.8972,7.90422,20.3089
1,63.7624,0.342136,1,0.100411,1,0.100396,0.141329,0.0202424,0.0993482,0.0217384,1.35804,6.68133,55.723
0,1e-39,30.2469,1,0.100292,1,0.100573,30.0461,0.0205651,30,0.0255003,4.30801,11.0469,55.723
1,86.0306,0.348866,1,0.100143,1,0.100607,0.148116,0.0204884,0.107244,0.0203834,3.12177,7.47459,75.4343
1,36.8312,0.34114,1,0.100443,1,0.10044,0.140257,0.0313542,0.0834519,0.0254507,2.98822,6.48049,27.3625
1,27.1222,0.344508,1,0.100662,1,0.100127,0.143719,0.0186662,0.101618,0.0234344,3.30369,8.4914,15.3271
1,104.279,0.404323,1,0.10043,1,0.100389,0.203504,0.0248228,0.0873273,0.0913537,31.2407,9.92928,63.1087
0,1e-39,30.2471,1,0.100857,1,0.100453,30.0458,0.0232742,30,0.0225566,2.42647,9.84366,63.1087
1,67.1758,0.436513,1,0.100433,1,0.100358,0.235722,0.0186933,0.192989,0.0240396,4.60106,9.81378,52.761
1,110.27,0.411647,1,0.100369,1,0.100433,0.210845,0.0214772,0.164579,0.0247886,3.75338,6.37239,100.145
1,86.5171,0.345035,1,0.100512,1,0.100761,0.143762,0.0213112,0.0965741,0.0258767,4.85809,6.19367,75.4654
1,26.3671,0.321913,1,0.100368,1,0.100258,0.121287,0.0194179,0.0752783,0.0265906,3.56291,8.3226,14.4816
1,49.6752,0.358145,1,0.100296,1,0.100958,0.156891,0.0232925,0.114052,0.0195459,2.74303,7.26613,39.6661
0,1e-39,30.2367,1,0.100332,1,0.10035,30.0361,0.0190747,30,0.0169866,2.67828,6.81235,39.6661
1,30.4497,0.32931,1,0.100352,1,0.100636,0.128322,0.0225711,0.0871836,0.0185673,2.53788,10.9011,17.0108
1,103.133,0.368165,1,0.10016,1,0.100823,0.167182,0.0197744,0.093863,0.0535447,5.95886,5.33385,91.8404
0,1e-39,30.2421,1,0.100388,1,0.100282,30.0414,0.0198313,30,0.0215825,3.0291,10.6728,91.8404
1,52.7352,0.332635,1,0.100371,1,0.100482,0.131782,0.0218295,0.0752003,0.0347523,5.23476,6.20169,41.2987
0,1e-39,30.2398,1,0.100232,1,0.10039,30.0392,0.0212499,30,0.0179182,1.20328,9.63048,41.2987
1,87.7769,0.348684,1,0.10074,1,0.100251,0.147693,0.0210023,0.0734712,0.0532194,30.8984,10.5153,46.3632
1,114.211,0.325926,1,0.100744,1,0.100569,0.124613,0.0221471,0.0796217,0.0228446,0.46095,10.7662,102.984
0,1e-39,30.2514,1,0.100788,1,0.100498,30.0501,0.0228637,30,0.0272484,3.04278,10.404,102.984
1,49.1768,0.442267,1,0.100278,1,0.100491,0.241498,0.0183223,0.203911,0.0192645,4.37742,5.26375,39.5357
1,54.0071,0.365975,1,0.100261,1,0.100559,0.165155,0.018674,0.070505,0.0759762,4.21432,7.42754,42.3652
1,71.1856,0.313384,1,0.100185,1,0.100406,0.112793,0.0223846,0.0705386,0.0198696,5.63573,5.49151,60.0583
1,84.2804,0.453317,1,0.100125,1,0.100533,0.252659,0.0191619,0.170932,0.0625653,21.2756,5.87264,57.1322
1,76.479,0.452401,1,0.100496,1,0.100341,0.251564,0.019968,0.212574,0.0190223,4.26662,9.85363,62.3588
0,1e-39,30.256,1,0.10011,1,0.100119,30.0558,0.0307393,30,0.025028,4.17798,8.35895,62.3588
0,1e-39,30.2439,1,0.100185,1,0.100168,30.0435,0.0208098,30,0.0227163,4.04727,7.43955,62.3588
1,119.179,0.45491,1,0.100391,1,0.100337,0.254182,0.0762492,0.151395,0.0265379,7.71062,5.77558,105.693
1,40.2616,0.347142,1,0.100652,1,0.100597,0.145893,0.0198756,0.100823,0.0251944,2.95857,9.98447,27.3186
1,72.0378,0.348478,1,0.100447,1,0.100656,0.147376,0.0210222,0.099664,0.0266894,1.30157,5.80784,64.9284
0,1e-39,30.2473,1,0.100471,1,0.100751,30.0461,0.0250786,30,0.0210003,3.57409,10.3708,64.9284
1,80.3193,0.376972,1,0.100244,1,0.100547,0.176181,0.0220526,0.134736,0.0193919,5.09802,9.62284,65.5985
1,14.8514,0.436649,1,0.100401,1,0.102869,0.233379,0.0285433,0.18831,0.016526,3.3372,6.36466,5.14951
0,1e-39,30.2483,1,0.100069,1,0.100256,30.048,0.0230733,30,0.0249433,3.02326,10.2663,5.14951
0,1e-39,30.2763,1,0.100337,1,0.100375,30.0756,0.0230823,30,0.0524979,44.5349,7.8748,5.14951
0,1e-39,30.2973,1,0.100456,1,0.0999031,30.0969,0.0515369,30,0.0454011,28.4872,9.52681,5.14951
1,76.4943,0.424353,1,0.100367,1,0.100578,0.223408,0.019624,0.176156,0.0276279,2.77885,9.00355,64.7119
1,147.806,0.433544,1,0.100454,1,0.101055,0.232035,0.0279051,0.162875,0.0412549,1.03338,9.37538,137.397
